,DeFi,Exchange / Trading Infrastructure,Meme,Oracle / Middleware,Other,Payments,Privacy,RWA / Yield Protocol,Smart Contract Platform / L1,Store of Value
2021-09-01,0.2531243604316269,0.25109390873344284,0.0,0.0,0.0,0.25666025696260564,0.0,0.0,0.24112548188835659,0.0
2021-09-02,0.2384129463956294,0.24375780572688652,0.0,0.0,0.0,0.2598848040172745,0.0,0.0,0.25991461647924896,0.0
2021-09-03,0.22542111725982059,0.2433990937201395,0.0,0.0,0.0,0.26049452352622227,0.0,0.0,0.27263368093725704,0.0
2021-09-04,0.22656312912196439,0.24982248364959747,0.0,0.0,0.0,0.26032878487940236,0.0,0.0,0.26524739930390256,0.0
2021-09-05,0.22417154903068706,0.2440413150858091,0.0,0.0,0.0,0.2639054593592727,0.0,0.0,0.26977323284153365,0.0
2021-09-06,0.21780192604406537,0.237127581284519,0.0,0.0,0.0,0.26488335885399195,0.0,0.0,0.2820573262805163,0.0
2021-09-07,0.21005340931385194,0.22909965115812758,0.0,0.0,0.0,0.24742938294895908,0.0,0.0,0.315563800489696,0.0
2021-09-08,0.19865642020203517,0.22539786372345372,0.0,0.0,0.0,0.23847967986477833,0.0,0.0,0.33958978700572234,0.0
2021-09-09,0.19835444303402955,0.22709649178961397,0.0,0.0,0.0,0.23848770679422998,0.0,0.0,0.3381698414689183,0.0
2021-09-10,0.1879811783143398,0.21430733072012745,0.0,0.0,0.0,0.2234116363368374,0.0,0.0,0.3763869389689506,0.0
2021-09-11,0.1930392641321629,0.21798520219740086,0.0,0.0,0.0,0.23067117382445923,0.0,0.0,0.36040681678106223,0.0
2021-09-12,0.19739855977944268,0.21996171788761132,0.0,0.0,0.0,0.23513251727614423,0.0,0.0,0.3495719259358415,0.0
2021-09-13,0.19774376463894225,0.22064306885764437,0.0,0.0,0.0,0.2321599324437946,0.0,0.0,0.351615796279655,0.0
2021-09-14,0.21863029611314483,0.22364576535604483,0.0,0.0,0.0,0.23546078018615402,0.0,0.0,0.32437486146935457,0.0
2021-09-15,0.2256502510478749,0.22454729310378746,0.0,0.0,0.0,0.23407496825900304,0.0,0.0,0.3177632390227296,0.0
2021-09-16,0.22162691909731558,0.2269169600765565,0.0,0.0,0.0,0.23163001570698472,0.0,0.0,0.32191615606748003,0.0
2021-09-17,0.21612532610590693,0.22922048554454255,0.0,0.0,0.0,0.23599995669559792,0.0,0.0,0.3208590422002991,0.0
2021-09-18,0.21103024533156092,0.22377857661686473,0.0,0.0,0.0,0.23066316722327457,0.0,0.0,0.3366585940367415,0.0
2021-09-19,0.21457024636274216,0.23207284787637816,0.0,0.0,0.0,0.23231929700079387,0.0,0.0,0.32325980636595025,0.0
2021-09-20,0.2156719663325175,0.23818589037928214,0.0,0.0,0.0,0.23083522752021857,0.0,0.0,0.3178806791342308,0.0
2021-09-21,0.2108325420955573,0.24172543023081713,0.0,0.0,0.0,0.23420979195560548,0.0,0.0,0.315976397709709,0.0
2021-09-22,0.20556961776892355,0.22836707980388288,0.0,0.0,0.0,0.23051787993974898,0.0,0.0,0.3378994430690504,0.0
2021-09-23,0.20047945908024006,0.22640452618679785,0.0,0.0,0.0,0.2292295385564761,0.0,0.0,0.3461936340059165,0.0
2021-09-24,0.1921886636445223,0.2199079451237259,0.0,0.0,0.0,0.22260312533739562,0.0,0.0,0.36772099440571143,0.0
2021-09-25,0.19501756912414595,0.2216492874676425,0.0,0.0,0.0,0.22447022310474554,0.0,0.0,0.3613407266404084,0.0
2021-09-26,0.23383856840468908,0.2121806016658542,0.0,0.0,0.0,0.22019550828737589,0.0,0.0,0.3361965485455435,0.0
2021-09-27,0.22212663254691506,0.21076752378540897,0.0,0.0,0.0,0.21584811236495194,0.0,0.0,0.3537098278752875,0.0
2021-09-28,0.2351493096839493,0.21514479099833908,0.0,0.0,0.0,0.21272002068304532,0.0,0.0,0.3395126407217173,0.0
2021-09-29,0.22593454132600355,0.22850396234187337,0.0,0.0,0.0,0.21191041533170382,0.0,0.0,0.33607980669518145,0.0
2021-09-30,0.21766594227240232,0.22685004050415597,0.0,0.0,0.0,0.21435353463431023,0.0,0.0,0.34342284776049414,0.0
2021-10-01,0.2554703395141818,0.2554030779539121,0.0,0.0,0.0,0.0,0.0,0.0,0.2332414411651281,0.2576146481955267
2021-10-02,0.25541088766733727,0.2538805221217253,0.0,0.0,0.0,0.0,0.0,0.0,0.24230958120951746,0.25009228238424486
2021-10-03,0.2524002188393342,0.2539929524326049,0.0,0.0,0.0,0.0,0.0,0.0,0.2439420465713039,0.25134932031201074
2021-10-04,0.2453910460295487,0.2509735031999208,0.0,0.0,0.0,0.0,0.0,0.0,0.24942378910259594,0.25589478360934315
2021-10-05,0.24421028608264442,0.25605543004045517,0.0,0.0,0.0,0.0,0.0,0.0,0.23803041546430515,0.26335529647194833
2021-10-06,0.24152928838645402,0.25277997455027035,0.0,0.0,0.0,0.0,0.0,0.0,0.22326109396167565,0.2840872979301029
2021-10-07,0.24099688544201298,0.25170590386232894,0.0,0.0,0.0,0.0,0.0,0.0,0.2361085766844606,0.2728266037278458
2021-10-08,0.24065643751504737,0.24752559601090984,0.0,0.0,0.0,0.0,0.0,0.0,0.23177829903355518,0.28172599356196415
2021-10-09,0.24228673782795226,0.24702475575919505,0.0,0.0,0.0,0.0,0.0,0.0,0.2276566327543284,0.2847050170033109
2021-10-10,0.24228790409630063,0.24597990277652543,0.0,0.0,0.0,0.0,0.0,0.0,0.21948653555995584,0.29397950761321834
2021-10-11,0.23753699289324806,0.24713832070631914,0.0,0.0,0.0,0.0,0.0,0.0,0.21332422822687774,0.30370713696460083
2021-10-12,0.2313859681779344,0.26603363636198174,0.0,0.0,0.0,0.0,0.0,0.0,0.20741164600411136,0.2968800426610156
2021-10-13,0.23537806030255054,0.2729565456336287,0.0,0.0,0.0,0.0,0.0,0.0,0.19913958535274096,0.2941813678751851
2021-10-14,0.24692934074066722,0.2683506775373917,0.0,0.0,0.0,0.0,0.0,0.0,0.19830552820652106,0.28803768821301823
2021-10-15,0.23773370205755562,0.26481284697131946,0.0,0.0,0.0,0.0,0.0,0.0,0.19470697161959655,0.3043426321906773
2021-10-16,0.24750861474721272,0.25934300492197754,0.0,0.0,0.0,0.0,0.0,0.0,0.19497771274504416,0.2997609095486144
2021-10-17,0.2393146213548645,0.26404776946519964,0.0,0.0,0.0,0.0,0.0,0.0,0.19299208225271836,0.30524747427365717
2021-10-18,0.2353835863417392,0.27057411514624014,0.0,0.0,0.0,0.0,0.0,0.0,0.18985352148588358,0.3057813023429208
2021-10-19,0.23359612740605729,0.2658687720511821,0.0,0.0,0.0,0.0,0.0,0.0,0.19273264746898103,0.309357545743687
2021-10-20,0.23260723866081262,0.2620053514725803,0.0,0.0,0.0,0.0,0.0,0.0,0.2018501501093809,0.30503038432622065
2021-10-21,0.23465681126214816,0.2574289449877101,0.0,0.0,0.0,0.0,0.0,0.0,0.20910672177057385,0.30036722123965365
2021-10-22,0.22892539234456963,0.2597934239489068,0.0,0.0,0.0,0.0,0.0,0.0,0.22166460448540365,0.29116631452599906
2021-10-23,0.235697117718284,0.2593509953885591,0.0,0.0,0.0,0.0,0.0,0.0,0.2168415683271723,0.2896342888270937
2021-10-24,0.23197214764756366,0.26011532357331757,0.0,0.0,0.0,0.0,0.0,0.0,0.21556344818048967,0.2939072796726918
2021-10-25,0.2318133602488743,0.25571495019414786,0.0,0.0,0.0,0.0,0.0,0.0,0.21998397112342438,0.2939942337414459
2021-10-26,0.23424739006563094,0.25628920976450664,0.0,0.0,0.0,0.0,0.0,0.0,0.22494043531222285,0.28605377350120503
2021-10-27,0.22855149969854596,0.2582502545884082,0.0,0.0,0.0,0.0,0.0,0.0,0.2175347350699624,0.297305717658331
2021-10-28,0.22330485348858325,0.2677772379884711,0.0,0.0,0.0,0.0,0.0,0.0,0.2188516830208061,0.29162017199662327
2021-10-29,0.21876170841060516,0.27712804478770714,0.0,0.0,0.0,0.0,0.0,0.0,0.21780381896228507,0.2878004450628626
2021-10-30,0.21796389944797054,0.28079922239822513,0.0,0.0,0.0,0.0,0.0,0.0,0.21179737059266254,0.2909581937725538
2021-10-31,0.21916976216124717,0.27950660888190654,0.0,0.0,0.0,0.0,0.0,0.0,0.21394720331464173,0.2888983745478031
2021-11-01,0.0,0.2590365073245144,0.2507727461979985,0.0,0.24421519392130228,0.0,0.0,0.0,0.24858808610861724,0.0
2021-11-02,0.0,0.25594951219296497,0.24202193329732974,0.0,0.24567221706300657,0.0,0.0,0.0,0.25892287701826666,0.0
2021-11-03,0.0,0.2598501247190446,0.21347674377394962,0.0,0.24484208278582498,0.0,0.0,0.0,0.28437194218129347,0.0
2021-11-04,0.0,0.25593819915027044,0.2006557234788532,0.0,0.25157133868064246,0.0,0.0,0.0,0.29437691139011624,0.0
2021-11-05,0.0,0.26732626258032344,0.21439600657826063,0.0,0.2529894363642923,0.0,0.0,0.0,0.2677302040362596,0.0
2021-11-06,0.0,0.26973119794524675,0.2007180613297468,0.0,0.2536266226094656,0.0,0.0,0.0,0.2782816112849017,0.0
2021-11-07,0.0,0.2704398429993999,0.19581781635870354,0.0,0.25280389143516796,0.0,0.0,0.0,0.2832500254638799,0.0
2021-11-08,0.0,0.27222391904014887,0.19957260374243552,0.0,0.2419076952248732,0.0,0.0,0.0,0.2886088776113154,0.0
2021-11-09,0.0,0.27149924643173023,0.2008332123286644,0.0,0.24341893510332804,0.0,0.0,0.0,0.28662500180164535,0.0
2021-11-10,0.0,0.2751615942112076,0.19501766389078506,0.0,0.24132450507414946,0.0,0.0,0.0,0.2909826343724533,0.0
2021-11-11,0.0,0.2728798865023143,0.20152550866191343,0.0,0.24098281853887996,0.0,0.0,0.0,0.2870203569170935,0.0
2021-11-12,0.0,0.27812390426865974,0.19826051697228503,0.0,0.24136801818820008,0.0,0.0,0.0,0.28471514844108625,0.0
2021-11-13,0.0,0.2774234557538595,0.19048528811522292,0.0,0.23153484265852847,0.0,0.0,0.0,0.30292895830663824,0.0
2021-11-14,0.0,0.27858406579174116,0.19409394584458886,0.0,0.231011229492571,0.0,0.0,0.0,0.2986902501956622,0.0
2021-11-15,0.0,0.274895847414856,0.19448693351364874,0.0,0.23374848831327116,0.0,0.0,0.0,0.29928299756183957,0.0
2021-11-16,0.0,0.2697486833413298,0.18798162884435263,0.0,0.23220550012580848,0.0,0.0,0.0,0.3126068687962239,0.0
2021-11-17,0.0,0.26063250626395995,0.18474959402578145,0.0,0.23119153526970251,0.0,0.0,0.0,0.3259329654650974,0.0
2021-11-18,0.0,0.26211782622707624,0.18346182245381423,0.0,0.2311061897193887,0.0,0.0,0.0,0.32605223566141706,0.0
2021-11-19,0.0,0.2621082045360182,0.18364313008532185,0.0,0.2251597120316771,0.0,0.0,0.0,0.3315948435774413,0.0
2021-11-20,0.0,0.26262906164715827,0.17559346157498767,0.0,0.2182921903331671,0.0,0.0,0.0,0.345903390863275,0.0
2021-11-21,0.0,0.25640331149698165,0.16824372119948477,0.0,0.2168017899508981,0.0,0.0,0.0,0.3609867637380292,0.0
2021-11-22,0.0,0.2494283343992689,0.16685956291140386,0.0,0.21678226056284056,0.0,0.0,0.0,0.3694100581767559,0.0
2021-11-23,0.0,0.2604503193932841,0.16519218341862124,0.0,0.2278833305501696,0.0,0.0,0.0,0.34892248955628413,0.0
2021-11-24,0.0,0.2620563043330936,0.16440841216383534,0.0,0.22956215766973687,0.0,0.0,0.0,0.34647910388937997,0.0
2021-11-25,0.0,0.2683463001212719,0.15887768469637337,0.0,0.23418051656798644,0.0,0.0,0.0,0.3410666928717442,0.0
2021-11-26,0.0,0.2836108812060815,0.16384001497976186,0.0,0.22978121394342457,0.0,0.0,0.0,0.32546259874212136,0.0
2021-11-27,0.0,0.28084864125881503,0.1616441244568853,0.0,0.22698234625474537,0.0,0.0,0.0,0.333125835405239,0.0
2021-11-28,0.0,0.2820453174819239,0.15987674734828417,0.0,0.23266391079424223,0.0,0.0,0.0,0.32797892903627207,0.0
2021-11-29,0.0,0.27585162863733254,0.16735673436680218,0.0,0.2256134601753223,0.0,0.0,0.0,0.33363474831929996,0.0
2021-11-30,0.0,0.2726078039669053,0.16895487130409126,0.0,0.22767137220762237,0.0,0.0,0.0,0.33320003124925357,0.0
2021-12-01,0.0,0.2546667036673114,0.2408305534443302,0.0,0.24830872925643382,0.0,0.0,0.0,0.2575248310252535,0.0
2021-12-02,0.0,0.25906161621730855,0.24283689928523128,0.0,0.25187844199241466,0.0,0.0,0.0,0.24759540541941527,0.0
2021-12-03,0.0,0.26231517303908386,0.24487661813095402,0.0,0.2435840518178397,0.0,0.0,0.0,0.25067179003759577,0.0
2021-12-04,0.0,0.26789153157294127,0.2348586037861581,0.0,0.25634007933066255,0.0,0.0,0.0,0.24245459161498734,0.0
2021-12-05,0.0,0.2776251351891483,0.2418849553089579,0.0,0.24508053961020082,0.0,0.0,0.0,0.23704272167865048,0.0
2021-12-06,0.0,0.28162031630903034,0.23943345570906355,0.0,0.23638425405420765,0.0,0.0,0.0,0.24413033522862218,0.0
2021-12-07,0.0,0.2788677875006756,0.23791680147439548,0.0,0.2393250357648249,0.0,0.0,0.0,0.24546903641422724,0.0
2021-12-08,0.0,0.28467625381964046,0.2352134033436452,0.0,0.23933805586075393,0.0,0.0,0.0,0.2423098216432263,0.0
2021-12-09,0.0,0.28760492767362755,0.23825615695227104,0.0,0.23567942398884917,0.0,0.0,0.0,0.2401105144918049,0.0
2021-12-10,0.0,0.2903393756220719,0.2408124676707118,0.0,0.23079027340992875,0.0,0.0,0.0,0.23978091443294358,0.0
2021-12-11,0.0,0.2844641293637371,0.2373818143216015,0.0,0.23562606358647775,0.0,0.0,0.0,0.24418218666284486,0.0
2021-12-12,0.0,0.28046525173515463,0.23916858521001721,0.0,0.23620873622817723,0.0,0.0,0.0,0.2457697910697066,0.0
2021-12-13,0.0,0.284542674127492,0.24278191697887375,0.0,0.2314182178207384,0.0,0.0,0.0,0.2430493902526677,0.0
2021-12-14,0.0,0.2725077560651575,0.2581602981716775,0.0,0.22463276941331659,0.0,0.0,0.0,0.24644841618637128,0.0
2021-12-15,0.0,0.271872487776502,0.24356952637421406,0.0,0.22842605237367747,0.0,0.0,0.0,0.25778097887752804,0.0
2021-12-16,0.0,0.2738844712637988,0.24288293247571346,0.0,0.225664750670843,0.0,0.0,0.0,0.2592757535172215,0.0
2021-12-17,0.0,0.27435943952541153,0.23478790879640343,0.0,0.2197605120208363,0.0,0.0,0.0,0.2728047674470278,0.0
2021-12-18,0.0,0.2705586657827463,0.23117433511992774,0.0,0.22738626448737975,0.0,0.0,0.0,0.2725437444607638,0.0
2021-12-19,0.0,0.2759878299365801,0.2332483437904584,0.0,0.2266780956835922,0.0,0.0,0.0,0.2657946566526339,0.0
2021-12-20,0.0,0.2738529842680052,0.23414333119314937,0.0,0.2221289746790932,0.0,0.0,0.0,0.27159248836529165,0.0
2021-12-21,0.0,0.26577965063181225,0.2333060017275422,0.0,0.22211896836769757,0.0,0.0,0.0,0.2804450211651932,0.0
2021-12-22,0.0,0.26593416089730937,0.23976012078748807,0.0,0.22493730137514234,0.0,0.0,0.0,0.27100375670557353,0.0
2021-12-23,0.0,0.2566229589589467,0.2435082740493739,0.0,0.22927104806863324,0.0,0.0,0.0,0.27213242919099323,0.0
2021-12-24,0.0,0.25807157204164666,0.24193396507450024,0.0,0.2251972264002251,0.0,0.0,0.0,0.27636004460442043,0.0
2021-12-25,0.0,0.25382070731318773,0.24293318972029126,0.0,0.23164429452148838,0.0,0.0,0.0,0.2731236417319787,0.0
2021-12-26,0.0,0.2538668203541549,0.24453758880939283,0.0,0.2337927776323927,0.0,0.0,0.0,0.26932584471561477,0.0
2021-12-27,0.0,0.26089325109087974,0.24475362524088276,0.0,0.22910719310946595,0.0,0.0,0.0,0.2667675896205328,0.0
2021-12-28,0.0,0.26770541643185697,0.24108453956416517,0.0,0.22609138271998427,0.0,0.0,0.0,0.26676094465088873,0.0
2021-12-29,0.0,0.26790849973209985,0.2417805014840292,0.0,0.2246712241943298,0.0,0.0,0.0,0.26735021914625146,0.0
2021-12-30,0.0,0.2680118742921484,0.24277734879627194,0.0,0.22574851168788657,0.0,0.0,0.0,0.2651571824080028,0.0
2021-12-31,0.0,0.263708726914027,0.24037729610431252,0.0,0.2223618671598848,0.0,0.0,0.0,0.2752432838450722,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.2533081515768799,0.0,0.25103640724833926,0.0,0.0,0.24617577684838338,0.0,0.0,0.2514836723424295,0.0
2022-04-02,0.25379278733039873,0.0,0.2460912361462708,0.0,0.0,0.24338760962968456,0.0,0.0,0.25872248125520114,0.0
2022-04-03,0.2537998692432869,0.0,0.25299430873059875,0.0,0.0,0.24355821171935255,0.0,0.0,0.2516071673516209,0.0
2022-04-04,0.2488430803297203,0.0,0.2560687017385254,0.0,0.0,0.24278227154628623,0.0,0.0,0.2542856893963223,0.0
2022-04-05,0.23856307341734864,0.0,0.27678899450634875,0.0,0.0,0.23664274427229398,0.0,0.0,0.24997174909314845,0.0
2022-04-06,0.23795939504465083,0.0,0.26672289361485046,0.0,0.0,0.2415489579823748,0.0,0.0,0.2559549239228963,0.0
2022-04-07,0.24546963372551753,0.0,0.2662173496766043,0.0,0.0,0.24304475944815904,0.0,0.0,0.2474111687073393,0.0
2022-04-08,0.2396916274321114,0.0,0.27165502588841206,0.0,0.0,0.24568719170737635,0.0,0.0,0.24522629032029408,0.0
2022-04-09,0.24241510454885393,0.0,0.27140922666084866,0.0,0.0,0.24248997178009787,0.0,0.0,0.24589291987228817,0.0
2022-04-10,0.24151139635958235,0.0,0.2792155920298714,0.0,0.0,0.24207762031643842,0.0,0.0,0.23942625456079014,0.0
2022-04-11,0.2408937868704195,0.0,0.2769532931500994,0.0,0.0,0.24477702127709697,0.0,0.0,0.23983173985556933,0.0
2022-04-12,0.23683168584920103,0.0,0.2926987015616804,0.0,0.0,0.23933022042939184,0.0,0.0,0.23346582400049956,0.0
2022-04-13,0.23761943535147917,0.0,0.28487518980602056,0.0,0.0,0.2465018412999277,0.0,0.0,0.2332565880770603,0.0
2022-04-14,0.23744129093317703,0.0,0.28808978583352657,0.0,0.0,0.2500028692161532,0.0,0.0,0.22676123718159855,0.0
2022-04-15,0.23914097692949698,0.0,0.28438096840568755,0.0,0.0,0.2554828406321825,0.0,0.0,0.22323910423428692,0.0
2022-04-16,0.23791724911740747,0.0,0.28206126269686693,0.0,0.0,0.25696414743226115,0.0,0.0,0.2253117747490303,0.0
2022-04-17,0.2367744580547894,0.0,0.2834688427640135,0.0,0.0,0.2564199229902428,0.0,0.0,0.2256786210617364,0.0
2022-04-18,0.2317324504003503,0.0,0.27746890186894313,0.0,0.0,0.2542337201188467,0.0,0.0,0.2388262115692018,0.0
2022-04-19,0.23147116979766685,0.0,0.2757947463287018,0.0,0.0,0.2510206587152435,0.0,0.0,0.24393443267655635,0.0
2022-04-20,0.2305583995827664,0.0,0.27637101471607184,0.0,0.0,0.24870190879800513,0.0,0.0,0.24663486058481499,0.0
2022-04-21,0.22281136206318228,0.0,0.27362113111433484,0.0,0.0,0.2440034584291526,0.0,0.0,0.2618674130148588,0.0
2022-04-22,0.22502938447169665,0.0,0.27475255467068443,0.0,0.0,0.24451897590313937,0.0,0.0,0.258012583202702,0.0
