date,primary_2bps,primary_20bps,primary_50bps,primary_100bps,parameter_ensemble_2bps,parameter_ensemble_20bps,parameter_ensemble_50bps,parameter_ensemble_100bps
2021-05-04,0.07041086722533363,0.07041086722533363,0.07041086722533363,0.07041086722533363,0.0607129832797737,0.0607129832797737,0.0607129832797737,0.0607129832797737
2021-05-05,0.07678622613948494,0.07678622613948494,0.07678622613948494,0.07678622613948494,0.06681559320658303,0.06681559320658303,0.06681559320658303,0.06681559320658303
2021-05-06,-0.047109116097757475,-0.047109116097757475,-0.047109116097757475,-0.047109116097757475,-0.04137515152627569,-0.04137515152627569,-0.04137515152627569,-0.04137515152627569
2021-05-07,0.0669048468837623,0.0669048468837623,0.0669048468837623,0.0669048468837623,0.041969935668095815,0.04179023692415629,0.04149073901759048,0.04099157583998081
2021-05-08,-0.02915397243882012,-0.02915397243882012,-0.02915397243882012,-0.02915397243882012,-0.016204512944160365,-0.01627008544440256,-0.016379372944806514,-0.016561518778812956
2021-05-09,-0.04123098840559014,-0.04123098840559014,-0.04123098840559014,-0.04123098840559014,-0.02576530461177684,-0.02578831181241703,-0.025826657146817533,-0.025890566037485074
2021-05-10,-0.07782411313965731,-0.07782411313965731,-0.07782411313965731,-0.07782411313965731,-0.04736535212796955,-0.04736535212796955,-0.04736535212796955,-0.04736535212796955
2021-05-11,0.024524720015975054,0.02430444949455013,0.023937331958841623,0.02332546939932767,0.024284153238369077,0.024156847073889764,0.023944670133091428,0.02359104189842709
2021-05-12,-0.061147447330598736,-0.06125905435420398,-0.061445066060212605,-0.06175508557022702,-0.05872959602203709,-0.058866697289732595,-0.059095199402558474,-0.05947603625726838
2021-05-13,0.05601668328653209,0.055910454057991554,0.05573340534375726,0.05543832415336669,0.0494826104657764,0.04938360961422017,0.04921860819495971,0.048943605829525394
2021-05-14,-6.262726152961307e-05,-0.0006262726152960196,-0.0015656815382401046,-0.00313136307648032,0.00670380715783736,0.006250388009247043,0.005494689428262811,0.004235191793289239
2021-05-15,0.0,0.0,0.0,0.0,-0.003212946248860482,-0.0032380401162848127,-0.003279863228658919,-0.0033495684159490224
2021-05-16,0.0,0.0,0.0,0.0,0.0006897680957815844,0.000678875300315962,0.0006607206412068134,0.000630462876024529
2021-05-17,0.0,0.0,0.0,0.0,-0.0015201277256463586,-0.0015477321583053927,-0.0015937395460705606,-0.0016704185256792847
2021-05-18,0.0,0.0,0.0,0.0,0.00436530236049304,0.004326567825868821,0.004262010268162086,0.004154414338650492
2021-05-19,0.0,0.0,0.0,0.0,-0.008358972177778035,-0.00836571296052191,-0.008376947598428108,-0.008395671994938847
2021-05-20,0.0,0.0,0.0,0.0,0.0028285447028095767,0.0028285447028095767,0.0028285447028095767,0.0028285447028095767
2021-05-21,0.0,0.0,0.0,0.0,-0.0034105465680588365,-0.0034105465680588365,-0.0034105465680588365,-0.0034105465680588365
2021-05-22,0.0,0.0,0.0,0.0,-0.003757245756916938,-0.0037718144414398136,-0.0037960955823114206,-0.0038365641504306547
2021-05-23,0.0,0.0,0.0,0.0,-4.327550989224882e-06,-4.3275509892470865e-05,-0.00010818877473117716,-0.00021637754946235432
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-27,0.0,0.0,0.0,0.0,0.004239468614612774,0.004100695881743999,0.00386940799362967,0.0034839281801055666
2021-07-28,0.0,0.0,0.0,0.0,0.0012058351769805853,0.0012058351769805853,0.0012058351769805853,0.0012058351769805853
2021-07-29,0.0,0.0,0.0,0.0,2.5590807978259633e-05,2.5590807978259633e-05,2.5590807978259633e-05,2.5590807978259633e-05
2021-07-30,0.0,0.0,0.0,0.0,0.0045541630434347,0.0045541630434347,0.0045541630434347,0.0045541630434347
2021-07-31,0.0,0.0,0.0,0.0,-0.001048288489811533,-0.0010827949795240155,-0.0011403057957114493,-0.001236157156023765
2021-08-01,0.05944072112674914,0.05839725644176719,0.05665814863346408,0.05375963561962549,0.04489354420605407,0.04405347971205509,0.04265337222205656,0.04031985973872576
2021-08-02,0.01925994295203659,0.01925994295203659,0.01925994295203659,0.01925994295203659,0.014508736267353939,0.014447511066163043,0.014345469064177996,0.014175399060869731
2021-08-03,0.11253736405446246,0.11253736405446246,0.11253736405446246,0.11253736405446246,0.0884271708881248,0.08838632849527261,0.08831825784051905,0.08820480674926334
2021-08-04,-0.00012461390742246614,-0.0012461390742251055,-0.0031153476855626527,-0.0062306953711253055,-0.0006979182192790034,-0.0015323913079211549,-0.00292317978899137,-0.0052411605907749514
2021-08-05,0.0,0.0,0.0,0.0,0.00012208818072734218,0.00012208818072734218,0.00012208818072734218,0.00012208818072734218
2021-08-06,-0.002261865307645383,-0.003261936989741976,-0.004928723126569667,-0.0077067000212824865,-0.0018933949438336706,-0.0026577003363172924,-0.003931542657123588,-0.006054613191800451
2021-08-07,0.003444864226123112,0.003444864226123112,0.003444864226123112,0.003444864226123112,0.0028956483175714975,0.0028956483175714975,0.0028956483175714975,0.0028956483175714975
2021-08-08,-0.04484451655147814,-0.04484451655147814,-0.04484451655147814,-0.04484451655147814,-0.03771558247744866,-0.03771558247744866,-0.03771558247744866,-0.03771558247744866
2021-08-09,0.022197872313977962,0.022197872313977962,0.022197872313977962,0.022197872313977962,0.01853076898150907,0.01853076898150907,0.01853076898150907,0.01853076898150907
2021-08-10,0.10871151871638651,0.10871151871638651,0.10871151871638651,0.10871151871638651,0.09107904648434229,0.09107904648434229,0.09107904648434229,0.09107904648434229
2021-08-11,0.009598392772886433,0.009598392772886433,0.009598392772886433,0.009598392772886433,0.0089952865460865,0.00890199289921112,0.008746503487751855,0.008487354468653452
2021-08-12,-0.015751965458697392,-0.015751965458697392,-0.015751965458697392,-0.015751965458697392,-0.014787898797140708,-0.014787898797140708,-0.014787898797140708,-0.014787898797140708
2021-08-13,0.04376238638437835,0.04376238638437835,0.04376238638437835,0.04376238638437835,0.04104379727586349,0.04104379727586349,0.04104379727586349,0.04104379727586349
2021-08-14,-0.013547697210472442,-0.013547697210472442,-0.013547697210472442,-0.013547697210472442,-0.012739273472875956,-0.012739273472875956,-0.012739273472875956,-0.012739273472875956
2021-08-15,0.06491834373492278,0.06491834373492278,0.06491834373492278,0.06491834373492278,0.059596803097133444,0.0595638573295183,0.059508947716826466,0.059417431695673484
2021-08-16,0.0879694006684808,0.0879694006684808,0.0879694006684808,0.0879694006684808,0.08083719886773455,0.08083719886773455,0.08083719886773455,0.08083719886773455
2021-08-17,0.09630512080739484,0.09630512080739484,0.09630512080739484,0.09630512080739484,0.08914597397308732,0.08914597397308732,0.08914597397308732,0.08914597397308732
2021-08-18,0.1522742559180168,0.1522742559180168,0.1522742559180168,0.1522742559180168,0.12316840074724444,0.1229887375307015,0.1226892988364634,0.12219023434606635
2021-08-19,-0.03405612932380908,-0.03405612932380908,-0.03405612932380908,-0.03405612932380908,-0.02356320581721716,-0.023740322166036498,-0.024035516080735397,-0.024527505938567007
2021-08-20,0.021594991916662254,0.021207525296796703,0.02056174759702034,0.019485451430726553,0.02051745687285833,0.020498852735577833,0.020467845840110188,0.0204161676809973
2021-08-21,-0.05231301963641566,-0.05231301963641566,-0.05231301963641566,-0.05231301963641566,-0.052900284117581964,-0.05295472661492706,-0.05304546411050215,-0.05319669326979415
2021-08-22,0.008580909422319927,0.008580909422319927,0.008580909422319927,0.008580909422319927,0.008819287381259144,0.008767148269031688,0.008680249748652669,0.008535418881354229
2021-08-23,0.03324131008125586,0.03324131008125586,0.03324131008125586,0.03324131008125586,0.035393427208231465,0.03533129196907603,0.035227733237150005,0.03505513535060656
2021-08-24,-0.0041963802728306465,-0.0041963802728306465,-0.0041963802728306465,-0.0041963802728306465,0.004867274701646274,0.004789202073941734,0.004659081027767575,0.004442212617477015
2021-08-25,-0.0030337962873131508,-0.003199794110991805,-0.0034764571504559694,-0.003937562216229762,-0.009886112598230468,-0.010001570961231665,-0.010194001566233624,-0.010514719241236925
2021-08-26,-0.05086645610876017,-0.05086645610876017,-0.05086645610876017,-0.05086645610876017,-0.05262842524625522,-0.05262842524625522,-0.05262842524625522,-0.05262842524625522
2021-08-27,0.10803641842163114,0.10770630173098006,0.10715610724656122,0.10623911643919692,0.11055162837603971,0.11027278683510722,0.10980805093355306,0.10903349109762939
2021-08-28,0.02703413020513401,0.02693681692967309,0.0267746281372383,0.026504313483180386,0.026749874538779084,0.026655916523602663,0.02649931983164211,0.026238325345041114
2021-08-29,-0.02504574534651627,-0.025227995621590726,-0.025531746080048157,-0.026037996844143985,-0.0256179650520858,-0.025747993409296566,-0.025964707337981174,-0.026325897219122374
2021-08-30,-0.02058225276963488,-0.02058225276963488,-0.02058225276963488,-0.02058225276963488,-0.02279851537059252,-0.0228305545018076,-0.022883953053832617,-0.022972950640540946
2021-08-31,-0.025507698009870183,-0.025713202513472866,-0.026055710019477263,-0.026626555862817924,-0.026101218117248193,-0.026260889921402297,-0.026527009594992323,-0.026970542384309182
2021-09-01,0.013887898650961183,0.013731496749203487,0.01347082691294088,0.013036377185836168,0.012993271424056596,0.012868345104566137,0.012660134572081594,0.012313117017941133
2021-09-02,0.05519219318727098,0.05500832269673661,0.05470187187917963,0.05419112051658459,0.05319952248449611,0.05296767609359865,0.05258126544210251,0.05193724768960939
2021-09-03,0.016178867262638397,0.016019426453731223,0.01575369177221919,0.015310800636365807,0.017129569048006,0.01696485271707493,0.01669032549885685,0.016232780135159608
2021-09-04,-0.009262532603627083,-0.009380312048337558,-0.009576611122854906,-0.009903776247050633,-0.010124028288723386,-0.010204326910434047,-0.01033815794661841,-0.01056120967359242
2021-09-05,0.021383689291819552,0.021383689291819552,0.021383689291819552,0.021383689291819552,0.02356098338924162,0.023506629066210483,0.023416038527825478,0.023265054297183507
2021-09-06,0.024441704409929654,0.024441704409929654,0.024441704409929654,0.024441704409929654,0.027005344164479972,0.026970103450030702,0.02691136892594903,0.026813478052479356
2021-09-07,-0.0377882797952358,-0.0377882797952358,-0.0377882797952358,-0.0377882797952358,-0.03192107732569416,-0.03192107732569416,-0.03192107732569416,-0.03192107732569416
2021-09-08,0.032975182254809665,0.03288390525434659,0.03273177692024132,0.03247822969673253,0.03537597803679082,0.03528372710702676,0.03512997555741948,0.034873722974740895
2021-09-09,0.007832504390467454,0.007552798730742438,0.007086622631200967,0.0063096624652982936,0.005557664472406021,0.005253448884273926,0.004746422904053693,0.003901379603686417
2021-09-10,-0.00534112665179276,-0.005699883377324189,-0.0062978112532099395,-0.007294357713019339,-0.002168421718815927,-0.0024959267513948724,-0.003041768472359596,-0.003951504673967543
2021-09-11,-0.003247337851533416,-0.003620776299527617,-0.0042431737128514335,-0.005280502735057646,-0.0040947811910576615,-0.004394031580822189,-0.00489278223042966,-0.0057240333131091115
2021-09-12,-0.013963763386027117,-0.013963763386027117,-0.013963763386027117,-0.013963763386027117,-0.012304909088213356,-0.012381341139633406,-0.012508727891999971,-0.012721039145944246
2021-09-13,-0.01722850980566304,-0.01722850980566304,-0.01722850980566304,-0.01722850980566304,-0.01622595297476348,-0.01624944570288911,-0.016288600249765195,-0.016353857827892226
2021-09-14,-0.03718612110372033,-0.03718612110372033,-0.03718612110372033,-0.03718612110372033,-0.03415232181556804,-0.03415232181556804,-0.03415232181556804,-0.03415232181556804
2021-09-15,0.0035342269192433218,0.0035342269192433218,0.0035342269192433218,0.0035342269192433218,0.0035065866513426247,0.0035065866513426247,0.0035065866513426247,0.0035065866513426247
2021-09-16,-0.022879937089137825,-0.022879937089137825,-0.022879937089137825,-0.022879937089137825,-0.02352248147891789,-0.02365475804600614,-0.02387521899115308,-0.02424265389973146
2021-09-17,-0.019834718311867894,-0.02006076571124238,-0.020437511376866446,-0.02106542081957319,-0.01936735100506015,-0.019667344702914646,-0.020167334199338804,-0.021000650026712697
2021-09-18,0.0721970454261236,0.07203454096973672,0.07176370020909206,0.07131229894135083,0.06884503144140841,0.06866743715841528,0.06837144668676043,0.06787812923400205
2021-09-19,-0.042025199198202356,-0.04237219899243394,-0.04295053198281973,-0.0439144203001296,-0.04122858766305071,-0.041515473077539555,-0.041993615435021114,-0.0427905193641569
2021-09-20,-0.07255330457029252,-0.07255330457029252,-0.07255330457029252,-0.07255330457029252,-0.07738136575599186,-0.07743936328616685,-0.07753602583645858,-0.07769713008694468
2021-09-21,-0.028083155854978892,-0.0281921878284066,-0.028373907784119412,-0.028676774376974246,-0.027597996370455458,-0.02774880495339327,-0.028000152591622807,-0.028419065322005443
2021-09-22,0.0926895369724745,0.09267079851442506,0.09263956775100923,0.0925875164786496,0.08407123134157812,0.08386145041704007,0.08351181554280984,0.0829290907524265
2021-09-23,0.021253257474778353,0.021033290500822588,0.020666678877562905,0.020055659505463508,0.016096834933479354,0.015920434603396316,0.01562643405325792,0.015136433136360594
2021-09-24,-0.03315079807828536,-0.0333023118009661,-0.03355483467210041,-0.03397570612399092,-0.024029114487678416,-0.02412503266011945,-0.024284896280854618,-0.024551335648746453
2021-09-25,-0.02125908341283589,-0.021755052280094445,-0.02258166705885878,-0.023959358356799076,-0.01841939098128753,-0.018729211900656573,-0.019245580099604864,-0.02010619376451872
2021-09-26,-0.0013996189756807498,-0.0016955897133261733,-0.0021888742760685087,-0.003011015213972512,-0.0015205140908719494,-0.0017096017152888887,-0.0020247477559838245,-0.0025499911571418288
2021-09-27,-0.012364814290444448,-0.012632460476506568,-0.013078537453276584,-0.013821999081226832,-0.010026808734176385,-0.01019818781676185,-0.010483819621070811,-0.010959872628252487
2021-09-28,-0.03365384439932617,-0.03365384439932617,-0.03365384439932617,-0.03365384439932617,-0.0288151389519945,-0.028840902582327188,-0.02888384196621485,-0.028955407606027772
2021-09-29,0.012594760875922706,0.012594760875922706,0.012594760875922706,0.012594760875922706,0.012281226147782043,0.01223237237142838,0.012150949410839385,0.012015244476524467
2021-09-30,0.01916730167202907,0.01916730167202907,0.01916730167202907,0.01916730167202907,0.015889585970649378,0.015871816093022018,0.015842199630310194,0.015792838859123304
2021-10-01,0.024529781852153487,0.024529781852153487,0.024529781852153487,0.024529781852153487,0.018911321176909413,0.01888483042832312,0.018840679180679,0.01876709376793917
2021-10-02,0.013082193265787856,0.013082193265787856,0.013082193265787856,0.013082193265787856,0.010472528081100219,0.010451457743914983,0.01041634051527307,0.01035781180086981
2021-10-03,0.0014860704024277638,0.0014860704024277638,0.0014860704024277638,0.0014860704024277638,0.00040059366887779113,0.0002868570094729517,9.72959104648119e-05,-0.00021863925454845834
2021-10-04,-0.018905272199270184,-0.019282578684868712,-0.019911422827533,-0.020959496398640254,-0.01891981989278846,-0.019285651688502603,-0.019895371348026436,-0.020911570780566047
2021-10-05,-0.008557275002482823,-0.008936315523969451,-0.009568049726446981,-0.010620940063909456,-0.008151418217883455,-0.008438912527646947,-0.008918069710586063,-0.009716665015484627
2021-10-06,-0.013172037526632208,-0.013555464795113159,-0.014194510242581448,-0.015259585988361857,-0.014851095819919613,-0.015162383135491675,-0.01568119532811163,-0.016545882315811666
2021-10-07,-0.044074483480266546,-0.044990923188091614,-0.04651832270113343,-0.0490639885562032,-0.04049839369397534,-0.04134911883547776,-0.042766994071315234,-0.045130119464377616
2021-10-08,0.054952992416876345,0.05475604294949776,0.05442779383719998,0.05388071198337041,0.05248751096450244,0.052269765422772174,0.05190685618655544,0.05130200745952762
2021-10-09,-0.0068828805888855316,-0.006957223107084687,-0.007081127304083168,-0.0072876342990807474,-0.0067574209780406624,-0.006830503191711523,-0.006952306881162884,-0.007155313030248633
2021-10-10,-0.005901633834001663,-0.006017066103738533,-0.006209453219966465,-0.006530098413679686,-0.006941800691172451,-0.00703463993712139,-0.007189372013703288,-0.007447258808006341
2021-10-11,0.05496548421517389,0.05496548421517389,0.05496548421517389,0.05496548421517389,0.05302167249511203,0.053006995194617934,0.052982533027128076,0.05294176274797824
2021-10-12,-0.019716137936599876,-0.019716137936599876,-0.019716137936599876,-0.019716137936599876,-0.017094727403180188,-0.01715756423203396,-0.017262292280123437,-0.017436839026939266
2021-10-13,0.0007696947072299842,0.0007696947072299842,0.0007696947072299842,0.0007696947072299842,0.0005598922747460655,0.0005598922747460655,0.0005598922747460655,0.0005598922747460655
2021-10-14,-0.0198935549324174,-0.0198935549324174,-0.0198935549324174,-0.0198935549324174,-0.018264393403939927,-0.01830316604811666,-0.018367787121744805,-0.018475488911124827
2021-10-15,-0.026859705270051992,-0.026859705270051992,-0.026859705270051992,-0.026859705270051992,-0.025370272486972323,-0.025401798393164365,-0.02545434157015114,-0.0255419135317958
2021-10-16,0.006588843682322931,0.006588843682322931,0.006588843682322931,0.006588843682322931,0.006685876754211728,0.006640491481252786,0.006564849359654179,0.006438779156989982
2021-10-17,0.025487209846379866,0.025487209846379866,0.025487209846379866,0.025487209846379866,0.026379153138175626,0.026379153138175626,0.026379153138175626,0.026379153138175626
2021-10-18,0.010782917220311328,0.010782917220311328,0.010782917220311328,0.010782917220311328,0.011073439446010358,0.011073439446010358,0.011073439446010358,0.011073439446010358
2021-10-19,-0.00781037764048953,-0.00781037764048953,-0.00781037764048953,-0.00781037764048953,-0.008085661739679395,-0.008085661739679395,-0.008085661739679395,-0.008085661739679395
2021-10-20,0.014697869266069308,0.014697869266069308,0.014697869266069308,0.014697869266069308,0.015611718507185346,0.015611718507185346,0.015611718507185346,0.015611718507185346
2021-10-21,-0.020815172232188983,-0.020815172232188983,-0.020815172232188983,-0.020815172232188983,-0.021150565228698293,-0.021150565228698293,-0.021150565228698293,-0.021150565228698293
2021-10-22,0.00490795405555855,0.00490795405555855,0.00490795405555855,0.00490795405555855,0.005199070683054696,0.005199070683054696,0.005199070683054696,0.005199070683054696
2021-10-23,0.07062062994761487,0.07062062994761487,0.07062062994761487,0.07062062994761487,0.07285500037630532,0.07285500037630532,0.07285500037630532,0.07285500037630532
2021-10-24,0.021721380433892934,0.021721380433892934,0.021721380433892934,0.021721380433892934,0.022449617875931693,0.022449617875931693,0.022449617875931693,0.022449617875931693
2021-10-25,0.06879836954918117,0.06879836954918117,0.06879836954918117,0.06879836954918117,0.07090599059787683,0.07090599059787683,0.07090599059787683,0.07090599059787683
2021-10-26,0.05720035313977312,0.05720035313977312,0.05720035313977312,0.05720035313977312,0.058512243081930926,0.058512243081930926,0.058512243081930926,0.058512243081930926
2021-10-27,0.30890807869604364,0.30890807869604364,0.30890807869604364,0.30890807869604364,0.31636412269449554,0.31636412269449554,0.31636412269449554,0.31636412269449554
2021-10-28,-0.03769623695041624,-0.03825974072014038,-0.039198913669680646,-0.04076420191891461,-0.038094008208793495,-0.038671520102644186,-0.03963403992572856,-0.04123823963086948
2021-10-29,0.021527653712014594,0.021527653712014594,0.021527653712014594,0.021527653712014594,0.02457801001678095,0.024525790281027637,0.02443875738810508,0.024293702566567932
2021-10-30,-0.03239425467585055,-0.03239425467585055,-0.03239425467585055,-0.03239425467585055,-0.03681895514913225,-0.03681895514913225,-0.03681895514913225,-0.03681895514913225
2021-10-31,0.007463046105692817,0.007463046105692817,0.007463046105692817,0.007463046105692817,0.008771842406198882,0.008750094603764857,0.008713848266374669,0.008653437704057909
2021-11-01,0.01508576215338775,0.01508576215338775,0.01508576215338775,0.01508576215338775,0.017713186951374027,0.017713186951374027,0.017713186951374027,0.017713186951374027
2021-11-02,-0.009203020192282474,-0.009203020192282474,-0.009203020192282474,-0.009203020192282474,-0.010777974691054237,-0.010777974691054237,-0.010777974691054237,-0.010777974691054237
2021-11-03,-0.046625782549295725,-0.046625782549295725,-0.046625782549295725,-0.046625782549295725,-0.054692001248250355,-0.054692001248250355,-0.054692001248250355,-0.054692001248250355
2021-11-04,-0.020533257640610425,-0.020533257640610425,-0.020533257640610425,-0.020533257640610425,-0.02740399603484256,-0.027455892576432883,-0.02754238681241683,-0.02768654387239
2021-11-05,0.04742710263252303,0.04742710263252303,0.04742710263252303,0.04742710263252303,0.06914948148528444,0.06911008027285925,0.06904441158548424,0.06893496377319241
2021-11-06,-0.013479879154417618,-0.013479879154417618,-0.013479879154417618,-0.013479879154417618,-0.019255705125433065,-0.019255705125433065,-0.019255705125433065,-0.019255705125433065
2021-11-07,-0.00586329827296761,-0.00586329827296761,-0.00586329827296761,-0.00586329827296761,-0.00842491586878058,-0.00842491586878058,-0.00842491586878058,-0.00842491586878058
2021-11-08,-0.005698032790372287,-0.005698032790372287,-0.005698032790372287,-0.005698032790372287,-0.008208598822901592,-0.008208598822901592,-0.008208598822901592,-0.008208598822901592
2021-11-09,-0.0014252700645873695,-0.0014252700645873695,-0.0014252700645873695,-0.0014252700645873695,-0.002729075313014806,-0.0027901551006823677,-0.0028919547467949336,-0.003061620823649358
2021-11-10,-0.01561095626039355,-0.01561095626039355,-0.01561095626039355,-0.01561095626039355,-0.02087971373630715,-0.02090061171834323,-0.020935441688403333,-0.020993491638503392
2021-11-11,0.030852782560887304,0.030650521797802366,0.030313420525994283,0.029751585072981035,0.030815063929976905,0.030703931567687803,0.03051871096387271,0.030210009957513995
2021-11-12,-0.021838300448919323,-0.021838300448919323,-0.021838300448919323,-0.021838300448919323,-0.021828463819646426,-0.021828463819646426,-0.021828463819646426,-0.021828463819646426
2021-11-13,0.0045976971699093205,0.0045976971699093205,0.0045976971699093205,0.0045976971699093205,0.005127169587924252,0.005066441818909029,0.00496522887055062,0.004796540623286161
2021-11-14,0.006085841932146785,0.006085841932146785,0.006085841932146785,0.006085841932146785,0.010119819776641004,0.010071818030899182,0.009991815121329406,0.009858476938713112
2021-11-15,0.0001826805311495594,3.0298280688789703e-05,-0.00022367213674590047,-0.0006469561658035694,0.0008893459771073253,0.0007644084633970927,0.0005561792738799642,0.0002091306246847502
2021-11-16,-0.02326611132167089,-0.023517783589871555,-0.023937237370206255,-0.024636327004097458,-0.024550340968348627,-0.024757962382807808,-0.02510399807357322,-0.025680724224848683
2021-11-17,0.05995206749251847,0.05981989826458389,0.05959961621802634,0.05923247947376398,0.06168528107095228,0.06156026059270192,0.06135189312895162,0.06100461402270074
2021-11-18,-0.031741328956367276,-0.03179785744589414,-0.031892071595105764,-0.03204909517712484,-0.03161619042725039,-0.03167726132487836,-0.031779046154258195,-0.03194868753655811
2021-11-19,0.05194229420800367,0.05194229420800367,0.05194229420800367,0.05194229420800367,0.055128379471789835,0.05508322127871046,0.05500795762357846,0.05488251819835832
2021-11-20,0.0077531795683267735,0.0077236961050781705,0.007674556999663906,0.0075926584906400585,0.006075381732785212,0.005973125736520091,0.005802699076078444,0.005518654642008958
2021-11-21,0.049913351204002865,0.049913351204002865,0.049913351204002865,0.049913351204002865,0.052353364315628426,0.052353364315628426,0.052353364315628426,0.052353364315628426
2021-11-22,0.0024557779281828562,0.0024379204824462875,0.0024081580728851915,0.0023585540569499575,0.0018413436135065187,0.0018094353683359987,0.0017562549597183175,0.0016676209453556634
2021-11-23,0.06105362279458082,0.06093355827664926,0.060733450746763396,0.06039993819695355,0.06086735686299671,0.06076408004457656,0.06059195201387624,0.0603050719627094
